stationcode,sampledate,evaluator,channeltype,bottom,bottomcomments,rightsideofstructure,rightsidecomments,leftsideofstructure,leftsidecomments,masterid,smc_lu,latitude,longitude,huc,class_do,class_do_f
SMC02028,2012-07-12T07:00:00Z,B.Jones,Engineered,Hard,NA,Hard,NA,Hard,NA,SMC02028,Urban,34.12868,-118.16553,412,Hard bottom,4
SMC02075,2012-07-17T07:00:00Z,B.Jones,Natural,NA,NA,NA,NA,NA,NA,SMC02075,Open,34.6719,-119.03758,403,Natural,0
SMC02088,2018-06-18T07:00:00Z,Karin Wisenbaker,Natural,NA,,NA,,NA,,SMC02088,Open,34.30226,-118.25959,412,Natural,0
SMC02092,2018-06-18T07:00:00Z,Karin Wisenbaker,Natural,NA,,NA,,NA,,SMC02092,Open,34.27948,-118.20684,412,Natural,0
SMC02096,2020-06-24T07:00:00Z,K. Wisenbaker,Natural,NA,,NA,,NA,,SMC02096,Open,34.16617,-117.76905,405,Natural,0
SMC02127,2022-05-25T07:00:00Z,S. Johnson,Natural,NA,,NA,,NA,,SMC02127,Agricultural,34.42318,-119.26474,402,Natural,0
SMC02152,2010-07-14T07:00:00Z,Damon Owen,Natural,NA,NA,NA,NA,NA,NA,SMC02152,Open,34.09801,-118.7217,404,Natural,0
SMC02174,2013-05-29T07:00:00Z,B.Jones,Engineered,Hard,NA,Hard,NA,Hard,NA,SMC02174,Urban,34.00511,-117.96922000000001,405,Hard bottom,4
SMC02206,2011-07-19T07:00:00Z,B.Jones,Engineered,Soft,NA,Hard,NA,Hard,NA,SMC02206,Urban,33.87098,-117.85002,801,Soft bottom-2 hard sides,3
SMC02208,2013-05-29T07:00:00Z,B.Jones,Engineered,Hard,NA,Hard,NA,Hard,NA,SMC02208,Urban,34.12835,-117.77484,405,Hard bottom,4
SMC02228,2009-06-23T07:00:00Z,B.Jones,Engineered,Hard,NA,Hard,NA,Hard,NA,SMC02228,Urban,34.06933,-118.22427,412,Hard bottom,4
SMC02232,2013-06-03T07:00:00Z,B.Jones,Engineered,Hard,NA,Hard,NA,Hard,NA,SMC02232,Urban,34.23241,-118.5524,412,Hard bottom,4
SMC02270,2010-06-30T07:00:00Z,B.Jones,Engineered,Hard,NA,Hard,NA,Hard,NA,SMC02270,Urban,33.79573,-117.77241,801,Hard bottom,4
SMC02284,2013-05-29T07:00:00Z,B.Jones,Engineered,Hard,NA,Hard,NA,Hard,NA,SMC02284,Urban,34.06542,-117.94939,405,Hard bottom,4
SMC02302,2013-07-15T07:00:00Z,B.Jones,Engineered,Hard,NA,Hard,NA,Hard,NA,SMC02302,Urban,33.8153,-118.04128,845,Hard bottom,4
SMC02366,2014-06-23T07:00:00Z,B.Jones,Engineered,Hard,NA,Hard,NA,Hard,NA,SMC02366,Urban,33.84684,-118.14043,405,Hard bottom,4
SMC02417,2011-07-20T07:00:00Z,Damon Owen,Engineered,Hard,NA,Hard,NA,Hard,NA,SMC02417,Urban,33.13385,-117.06236,904,Hard bottom,4
SMC02436,2009-05-28T07:00:00Z,B.Jones,Engineered,Soft,NA,Hard,NA,Soft,NA,SMC02436,Agricultural,34.26279,-118.97199,408,Soft bottom-1 hard side,2
SMC02452,2022-07-20T07:00:00Z,K. Wisenbaker,Engineered,Soft,,Soft,,Hard,,SMC02452,Urban,34.2733,-118.89985,408,Soft bottom-1 hard side,2
SMC02457,2010-05-31T07:00:00Z,Damon Owen,Natural,NA,NA,NA,NA,NA,NA,SMC02457,Agricultural,33.25578,-117.25006,903,Natural,0
SMC02484,2013-06-05T07:00:00Z,B.Jones,Engineered,Hard,NA,Hard,NA,Hard,NA,SMC02484,Urban,34.1451,-118.36764,412,Hard bottom,4
SMC02488,2013-06-03T07:00:00Z,B.Jones,Engineered,Hard,NA,Hard,NA,Hard,NA,SMC02488,SMC_out,34.24585,-118.54343,412,Hard bottom,4
SMC02494,2014-05-22T07:00:00Z,B.Jones,Engineered,Soft,NA,Hard,NA,Hard,NA,SMC02494,Urban,33.9132,-117.97397,845,Soft bottom-2 hard sides,3
SMC02536,2011-06-29T07:00:00Z,B.Jones,Engineered,Hard,NA,Hard,NA,Hard,NA,SMC02536,Urban,34.26861,-118.6736,408,Hard bottom,4
SMC02548,2010-07-09T07:00:00Z,Damon Owen,Natural,NA,NA,NA,NA,NA,NA,SMC02548,Open,34.06379,-118.50674,404,Natural,0
SMC02563,2010-06-24T07:00:00Z,B.Jones,Engineered,Soft,Last 30m of reach- half rock half concrete,Hard,NA,Hard,NA,SMC02563,Urban,33.68193,-117.67293,801,Soft bottom-2 hard sides,3
SMC02568,2018-08-02T07:00:00Z,Karin Wisenbaker,Natural,NA,,NA,,NA,,SMC02568,Open,34.27866,-118.22031,412,Natural,0
SMC02591,2011-07-21T07:00:00Z,B.Jones,Natural,NA,NA,NA,NA,NA,NA,SMC02591,Open,34.51783,-119.37846,402,Natural,0
SMC02622,2010-06-15T07:00:00Z,B.Jones,Engineered,Hard,NA,Hard,NA,Hard,NA,SMC02622,Urban,33.89738,-118.18616,412,Hard bottom,4
SMC02644,2011-06-30T07:00:00Z,B.Jones,Engineered,Soft,Many concrete Boulders in reach,Soft,NA,Soft,NA,SMC02644,Urban,34.18157,-118.88652,408,Soft bottom-0 hard sides,1
SMC02656,2018-08-06T07:00:00Z,Karin Wisenbaker,Engineered,Hard,,Hard,,Hard,,SMC02656,Urban,34.07498,-117.87216,405,Hard bottom,4
SMC02680,2014-06-03T07:00:00Z,B.Jones,Engineered,Hard,NA,Hard,NA,Hard,NA,SMC02680,Urban,34.19531,-118.59356,412,Hard bottom,4
SMC02712,2012-06-07T07:00:00Z,B.Jones,Natural,NA,NA,NA,NA,NA,NA,SMC02712,Open,34.36179,-118.30348,412,Natural,0
SMC02718,2014-06-30T07:00:00Z,B.Jones,Engineered,Soft,NA,Hard,mostly earthen with areas of rock,Hard,mostly earthen with areas of rock,SMC02718,Urban,33.88936,-117.88771,845,Soft bottom-2 hard sides,3
SMC02796,2013-06-18T07:00:00Z,B.Jones,Engineered,Hard,NA,Hard,NA,Hard,NA,SMC02796,Urban,34.08397,-118.08632,412,Hard bottom,4
SMC02804,2011-06-20T07:00:00Z,B.Jones,Engineered,Hard,NA,Hard,NA,Hard,NA,SMC02804,Urban,34.14534,-118.40866,412,Hard bottom,4
SMC02884,2010-06-23T07:00:00Z,B.Jones,Engineered,Soft,NA,Soft,NA,Soft,NA,SMC02884,Agricultural,34.21749,-118.98533,408,Soft bottom-0 hard sides,1
SMC02888,2012-06-26T07:00:00Z,Damon Owen,Natural,NA,NA,NA,NA,NA,NA,SMC02888,Open,34.54401,-118.43626,403,Natural,0
SMC02905,2013-07-09T07:00:00Z,Damon Owen,Engineered,Soft,NA,Hard,NA,Hard,NA,SMC02905,Urban,33.24093,-117.3287,903,Soft bottom-2 hard sides,3
SMC02933,2010-06-01T07:00:00Z,Damon Owen,Natural,NA,NA,NA,NA,NA,NA,SMC02933,Agricultural,33.31956,-117.16562,903,Natural,0
SMC02936,2013-06-18T07:00:00Z,B.Jones,Engineered,Hard,NA,Hard,NA,Hard,NA,SMC02936,Urban,34.1859,-118.6421,412,Hard bottom,4
SMC02972,2012-07-18T07:00:00Z,B.Jones,Natural,NA,NA,NA,NA,NA,NA,SMC02972,Open,34.24957,-118.0755,405,Natural,0
SMC02976,2018-07-09T07:00:00Z,Karin Wisenbaker,Natural,NA,,NA,,NA,,SMC02976,Open,34.2579,-117.75661,405,Natural,0
SMC02984,2010-06-23T07:00:00Z,B.Jones,Engineered,Soft,NA,Hard,NA,Hard,NA,SMC02984,Urban,34.26528,-118.75053,408,Soft bottom-2 hard sides,3
SMC02988,2014-06-12T07:00:00Z,B.Jones,Engineered,Hard,NA,Hard,NA,Hard,NA,SMC02988,Urban,34.16168,-117.99022,412,Hard bottom,4
SMC02996,2014-06-11T07:00:00Z,B.Jones,Engineered,Hard,NA,Hard,NA,Hard,NA,SMC02996,Urban,34.22108,-118.42296,412,Hard bottom,4
SMC03011,2013-06-13T07:00:00Z,B.Jones,Engineered,Hard,NA,Hard,concrete steps,Hard,concrete steps,SMC03011,Urban,33.6145,-117.6955,901,Hard bottom,4
SMC03110,2011-07-26T07:00:00Z,Damon Owen,Natural,NA,NA,NA,NA,NA,NA,SMC03110,Urban,32.81105,-117.07335,907,Natural,0
SMC03216,2019-07-24T07:00:00Z,K. Wisenbaker,Natural,NA,,NA,,NA,,SMC03216,Open,34.28092,-117.84093,405,Natural,0
SMC03222,2012-07-11T07:00:00Z,Damon Owen,Engineered,Hard,NA,Hard,NA,Hard,NA,SMC03222,Urban,33.02209,-117.06725,905,Hard bottom,4
SMC03268,2014-05-27T07:00:00Z,B.Jones,Engineered,Soft,NA,Hard,NA,Hard,NA,SMC03268,Agricultural,34.16255,-119.06301,408,Soft bottom-2 hard sides,3
SMC03280,2019-07-24T07:00:00Z,K. Wisenbaker,Natural,NA,,NA,,NA,,SMC03280,Open,34.25685,-117.85652,405,Natural,0
SMC03304,2011-06-29T07:00:00Z,B.Jones,Engineered,Hard,NA,Hard,NA,Hard,NA,SMC03304,Urban,34.28829,-118.72312,408,Hard bottom,4
SMC03390,2022-07-28T07:00:00Z,K. Wisenbaker,Engineered,Hard,,Hard,,Hard,,SMC03390,Urban,33.82267,-118.09186,405,Hard bottom,4
SMC03401,2013-07-08T07:00:00Z,Damon Owen,Natural,NA,NA,NA,NA,NA,NA,SMC03401,Agricultural,33.45042,-117.31169,902,Natural,0
SMC03438,2012-07-02T07:00:00Z,B.Jones,Engineered,Soft,NA,Soft,looks earthen from photos and aerial view but may have engineered features?,Soft,looks earthen from photos and aerial view but may have engineered features?,SMC03438,Open,33.93708,-117.79252,801,Soft bottom-0 hard sides,1
SMC03452,2012-06-13T07:00:00Z,B.Jones,Natural,NA,NA,NA,NA,NA,NA,SMC03452,Open,34.30354,-117.8323,405,Natural,0
SMC03510,2014-07-15T07:00:00Z,Damon Owen,Natural,NA,NA,NA,NA,NA,NA,SMC03510,Open,32.56363,-116.78734,911,Natural,0
SMC03523,2013-06-11T07:00:00Z,B.Jones,Engineered,Soft,NA,Hard,a few trees,Hard,a few trees,SMC03523,Urban,33.58478,-117.66437,901,Soft bottom-2 hard sides,3
SMC03646,2013-06-05T07:00:00Z,B.Jones,Engineered,Hard,NA,Hard,NA,Hard,NA,SMC03646,Urban,33.9784,-118.1691,412,Hard bottom,4
SMC03737,2012-07-06T07:00:00Z,Damon Owen,Engineered,Hard,NA,Hard,NA,Hard,NA,SMC03737,Urban,33.11968,-117.09259,904,Hard bottom,4
SMC03902,2008-06-26T07:00:00Z,B.Jones,Engineered,Hard,NA,Hard,NA,Hard,NA,SMC03902,Urban,34.01076,-118.21959,412,Hard bottom,4
SMC03929,2012-07-05T07:00:00Z,Damon Owen,Natural,NA,NA,NA,NA,NA,NA,SMC03929,Urban,33.17865,-117.30453,904,Natural,0
404R4S015,2015-04-29T07:00:00Z,SM. WJ,Engineered,Hard,NA,Hard,NA,Hard,NA,SMC03944,Urban,34.14255,-118.75224,404,Hard bottom,4
SMC03984,2012-06-18T07:00:00Z,B.Jones,Engineered,Soft,NA,Hard,NA,Soft,NA,SMC03984,Open,34.24613,-117.90186,405,Soft bottom-1 hard side,2
SMC03988,2011-06-29T07:00:00Z,B.Jones,Natural,NA,NA,NA,NA,NA,NA,SMC03988,Open,34.21322,-118.89766,408,Natural,0
SMC04000,2020-08-07T07:00:00Z,K. Wisenbaker,Natural,NA,,NA,,NA,,SMC04000,Open,34.23282,-117.74777,405,Natural,0
SMC04008,2012-06-19T07:00:00Z,B.Jones,Engineered,Soft,NA,Hard,NA,Soft,NA,SMC04008,Urban,34.28342,-118.80803,408,Soft bottom-1 hard side,2
SMC04047,2021-05-20T07:00:00Z,S. Johnson,Natural,NA,,NA,,NA,,SMC04047,Agricultural,34.45832,-119.29171,402,Natural,0
SMC04054,2009-05-27T07:00:00Z,Damon Owen,Natural,NA,NA,NA,NA,NA,NA,SMC04054,Urban,32.83697,-117.01874,907,Natural,0
SMC04121,2012-07-06T07:00:00Z,Damon Owen,Natural,NA,NA,NA,NA,NA,NA,SMC04121,Urban,33.18466,-117.19833,904,Natural,0
SMC04132,2012-06-11T07:00:00Z,B.Jones,Engineered,Hard,NA,Hard,NA,Hard,NA,SMC04132,Urban,34.21472,-118.88416,408,Hard bottom,4
SMC04134,2011-07-26T07:00:00Z,Damon Owen,Natural,NA,NA,NA,NA,NA,NA,SMC04134,Open,32.82874,-117.05243,907,Natural,0
SMC04175,2009-06-11T07:00:00Z,B.Jones,Natural,NA,NA,NA,NA,NA,NA,SMC04175,Urban,34.40835,-119.27642,402,Natural,0
SMC04239,2009-06-11T07:00:00Z,B.Jones,Natural,NA,NA,NA,NA,NA,NA,SMC04239,Urban,34.3608,-119.31114,402,Natural,0
SMC04264,2021-06-14T07:00:00Z,Damon Owen,Natural,Soft,,NA,,NA,,SMC04264,Urban,34.13,-118.7548,404,Natural,0
SMC04294,2013-07-11T07:00:00Z,Damon Owen,Natural,NA,NA,NA,NA,NA,NA,SMC04294,Urban,32.93776,-117.14172,906,Natural,0
SMC04308,2022-06-29T07:00:00Z,K. Wisenbaker,Engineered,Soft,,Soft,bedrock,Hard,,SMC04308,Open,34.19349,-118.9083,408,Soft bottom-1 hard side,2
SMC04383,2010-06-09T07:00:00Z,B.Jones,Natural,NA,NA,NA,NA,NA,NA,SMC04383,Open,34.50224,-119.35602,402,Natural,0
SMC04399,2009-06-11T07:00:00Z,B.Jones,Natural,NA,NA,NA,NA,NA,engineered just downstream of A,SMC04399,Urban,34.30796,-119.30062,402,Natural,0
SMC04426,2011-07-25T07:00:00Z,Damon Owen,Natural,NA,NA,NA,NA,NA,NA,SMC04426,Open,33.00696,-116.66995,907,Natural,0
SMC04432,2012-06-26T07:00:00Z,Damon Owen,Natural,NA,NA,NA,NA,NA,NA,SMC04432,Open,34.41089,-118.14881,403,Natural,0
SMC04441,2013-07-19T07:00:00Z,Damon Owen,Natural,NA,NA,NA,NA,NA,NA,SMC04441,Urban,33.17444,-117.27688,904,Natural,0
SMC04524,2017-06-15T07:00:00Z,Karin Wisenbaker,Natural,NA,NA,NA,NA,NA,NA,SMC04524,Open,34.24761,-118.03367,405,Natural,0
SMC04532,2012-07-11T07:00:00Z,B.Jones,Engineered,Hard,NA,Hard,NA,Hard,NA,SMC04532,Urban,34.15595,-118.28771,412,Hard bottom,4
SMC04600,2014-07-08T07:00:00Z,B.Jones,Natural,NA,NA,NA,NA,NA,NA,SMC04600,Agricultural,34.39728,-118.7105,403,Natural,0
SMC04661,2014-07-16T07:00:00Z,Damon Owen,Natural,NA,NA,NA,NA,NA,NA,SMC04661,Open,33.40606,-117.22499,902,Natural,0
SMC04670,2022-07-28T07:00:00Z,K. Wisenbaker,Engineered,Hard,,Hard,,Hard,,SMC04670,Urban,33.86506,-118.10456,405,Hard bottom,4
SMC04682,2011-07-25T07:00:00Z,Damon Owen,Natural,NA,NA,NA,NA,NA,NA,SMC04682,Open,32.97115,-116.64814,907,Natural,0
SMC04748,2009-07-02T07:00:00Z,Damon Owen,Natural,NA,NA,NA,NA,NA,NA,SMC04748,Agricultural,34.41314,-118.65879,403,Natural,0
SMC04749,2009-06-23T07:00:00Z,A. Suter,Engineered,Soft,NA,Hard,NA,Hard,NA,SMC04749,Agricultural,33.85826,-117.21321,802,Soft bottom-2 hard sides,3
SMC04750,2011-07-05T07:00:00Z,Damon Owen,Natural,NA,NA,NA,NA,NA,NA,SMC04750,Open,34.041,-118.58149,404,Natural,0
408CGCS04,1950-01-01T08:00:00Z,B.Jones. K.Hahs,Engineered,Soft,NA,Soft,looks earthen from photos and aerial view- may have engineered portions?,Soft,looks earthen from photos and aerial view- may have engineered portions?,SMC04756,Agricultural,34.27161,-118.92406,408,Soft bottom-0 hard sides,1
SMC04795,2011-07-14T07:00:00Z,B.Jones,Natural,NA,NA,NA,NA,NA,NA,SMC04795,Open,34.47989,-119.17067,402,Natural,0
SMC04806,2013-07-11T07:00:00Z,Damon Owen,Natural,NA,NA,NA,NA,NA,NA,SMC04806,Urban,32.89036,-117.19358,906,Natural,0
SMC04880,2012-06-06T07:00:00Z,B.Jones,Natural,NA,NA,NA,NA,NA,NA,SMC04880,Open,34.308839999999996,-118.09829,412,Natural,0
SMC04932,2010-07-12T07:00:00Z,B.Jones,Engineered,Soft,NA,Soft,NA,Soft,NA,SMC04932,Agricultural,34.20139,-119.00115,408,Soft bottom-0 hard sides,1
SMC04934,2013-07-12T07:00:00Z,Damon Owen,Natural,NA,NA,NA,NA,NA,NA,SMC04934,Urban,33.03312,-117.1627,905,Natural,0
SMC04956,2011-06-23T07:00:00Z,Damon Owen,Natural,NA,NA,NA,NA,NA,NA,SMC04956,Agricultural,34.42708,-118.57409,403,Natural,0
SMC04972,2013-07-01T07:00:00Z,B.Jones,Engineered,Soft,NA,Hard,NA,Soft,NA,SMC04972,Open,34.24051,-117.93466,405,Soft bottom-1 hard side,2
SMC05017,2013-07-19T07:00:00Z,Damon Owen,Engineered,Hard,NA,Hard,NA,Hard,NA,SMC05017,Urban,33.1127,-117.10777,904,Hard bottom,4
SMC05020,2013-07-15T07:00:00Z,B.Jones,Natural,NA,NA,NA,NA,NA,NA,SMC05020,Open,34.23202,-118.17657,412,Natural,0
SMC05109,2009-06-23T07:00:00Z,A. Suter,Natural,NA,NA,NA,NA,NA,NA,SMC05109,Urban,33.4745,-117.13858,902,Natural,0
SMC05146,2012-07-10T07:00:00Z,Damon Owen,Natural,NA,NA,NA,NA,NA,NA,SMC05146,Open,32.84526,-116.61346,909,Natural,0
SMC05165,2011-06-22T07:00:00Z,A. Suter,Natural,NA,NA,NA,NA,NA,NA,SMC05165,Urban,33.58183,-117.25571,902,Natural,0
SMC05199,2011-07-06T07:00:00Z,B.Jones,Natural,NA,NA,NA,NA,NA,NA,SMC05199,Urban,34.40412,-119.28071,402,Natural,0
SMC05230,2012-07-02T07:00:00Z,B.Jones,Engineered,Soft,NA,Hard,NA,Hard,NA,SMC05230,Urban,33.87308,-117.75077,801,Soft bottom-2 hard sides,3
SMC05296,2012-06-26T07:00:00Z,B.Jones,Natural,NA,NA,NA,NA,NA,NA,SMC05296,Open,34.55457,-118.77525,403,Natural,0
SMC05332,2012-06-11T07:00:00Z,B.Jones,Engineered,Soft,NA,Soft,NA,Hard,mostly earthen; area of grouted rock,SMC05332,Urban,34.18682,-118.90741,408,Soft bottom-1 hard side,2
SMC05379,2012-06-15T07:00:00Z,B.Jones,Engineered,Hard,NA,Hard,NA,Hard,NA,SMC05379,Urban,33.72777,-117.77913,801,Hard bottom,4
SMC05402,2011-07-28T07:00:00Z,Damon Owen,Natural,NA,NA,NA,NA,NA,NA,SMC05402,Open,32.80468,-116.57311,911,Natural,0
SMC05407,2011-07-21T07:00:00Z,B.Jones,Natural,NA,NA,NA,NA,NA,NA,SMC05407,Open,34.50124,-119.35043,402,Natural,0
SMC05423,2010-06-10T07:00:00Z,B.Jones,Engineered,Soft,NA,Soft,NA,Hard,NA,SMC05423,Urban,34.28649,-119.30791,402,Soft bottom-1 hard side,2
SMC05524,2011-06-30T07:00:00Z,B.Jones,Engineered,Soft,NA,Hard,NA,Hard,NA,SMC05524,Agricultural,34.27032,-118.91723,408,Soft bottom-2 hard sides,3
SMC05567,2013-06-12T07:00:00Z,B.Jones,Natural,NA,NA,NA,NA,NA,NA,SMC05567,Agricultural,34.31976,-119.08872,403,Natural,0
SMC05640,2020-07-28T07:00:00Z,K. Wisenbaker,Natural,NA,,NA,,NA,,SMC05640,Open,34.28233,-118.22203,412,Natural,0
SMC05694,2014-06-26T07:00:00Z,B.Jones,Engineered,Hard,NA,Hard,NA,Hard,NA,SMC05694,Urban,33.87163,-118.19135,412,Hard bottom,4
SMC05702,2010-06-07T07:00:00Z,Damon Owen,Natural,NA,NA,NA,NA,NA,NA,SMC05702,Urban,32.83209,-117.22954,906,Natural,0
SMC05759,2010-06-21T07:00:00Z,B.Jones,Natural,NA,NA,NA,NA,NA,NA,SMC05759,Agricultural,34.35232,-119.03474,403,Natural,0
SMC05764,2012-06-19T07:00:00Z,B.Jones,Engineered,Hard,NA,Hard,NA,Hard,NA,SMC05764,Agricultural,34.23123,-119.11091,408,Hard bottom,4
SMC05848,2013-06-18T07:00:00Z,B.Jones,Natural,NA,NA,NA,NA,NA,NA,SMC05848,Open,34.31904,-118.31855,412,Natural,0
SMC05902,2011-06-28T07:00:00Z,Damon Owen,Engineered,Hard,NA,Hard,NA,Hard,NA,SMC05902,Urban,34.03432,-118.51218,404,Hard bottom,4
SMC05956,2012-06-19T07:00:00Z,B.Jones,Engineered,Soft,NA,Hard,NA,Soft,NA,SMC05956,Urban,34.22875,-118.97109,408,Soft bottom-1 hard side,2
SMC05968,2020-08-11T07:00:00Z,K. Wisenbaker,Natural,NA,,NA,,NA,,SMC05968,Open,34.23489,-117.80554,405,Natural,0
SMC06019,2010-06-17T07:00:00Z,B.Jones,Engineered,Soft,NA,Hard,10 m  of Grouted rock in reach,Hard,10 m  of Grouted rock in reach,SMC06019,Urban,33.68262,-117.81236,801,Soft bottom-2 hard sides,3
SMC06036,2012-06-11T07:00:00Z,B.Jones,Engineered,Soft,NA,Hard,mostly earthen looks like an area of grouted rock,Soft,NA,SMC06036,Open,34.23092,-118.9349,408,Soft bottom-1 hard side,2
SMC06044,2013-06-17T07:00:00Z,B.Jones,Engineered,Soft,NA,Soft,NA,Soft,NA,SMC06044,Open,34.21452,-118.17413,412,Soft bottom-0 hard sides,1
SMC06079,2013-06-26T07:00:00Z,B.Jones,Natural,NA,NA,NA,NA,NA,NA,SMC06079,Open,34.41108,-119.08213,403,Natural,0
SMC06188,2014-06-11T07:00:00Z,B.Jones,Engineered,Soft,NA,Hard,half of reach; other half=earthen,Soft,NA,SMC06188,Open,34.28315,-118.19731,412,Soft bottom-1 hard side,2
SMC06216,2009-05-26T07:00:00Z,B.Jones,Engineered,Soft,NA,Hard,concrete wall-part of bridge downstream; rest of reach earthen,Soft,NA,SMC06216,Agricultural,34.27407,-118.31518,412,Soft bottom-1 hard side,2
SMC06252,2014-06-12T07:00:00Z,B.Jones,Natural,NA,NA,NA,NA,NA,NA,SMC06252,Open,34.19437,-118.01792,412,Natural,0
SMC06288,2020-08-12T07:00:00Z,K. Wisenbaker,Natural,NA,,NA,,NA,,SMC06288,Open,34.26678,-117.84409,405,Natural,0
SMC06298,2012-07-17T07:00:00Z,Damon Owen,Natural,NA,NA,NA,NA,NA,NA,SMC06298,Open,32.91213,-116.57126,909,Natural,0
SMC06302,2012-06-28T07:00:00Z,B.Jones,Engineered,Soft,NA,Hard,NA,Hard,NA,SMC06302,Urban,33.86699,-117.85366,801,Soft bottom-2 hard sides,3
SMC06356,2013-06-10T07:00:00Z,B.Jones,Natural,NA,NA,NA,NA,NA,NA,SMC06356,Open,34.20156,-118.91158,408,Natural,0
SMC06458,2010-06-06T07:00:00Z,Damon Owen,Engineered,Soft,NA,Soft,NA,Soft,NA,SMC06458,Urban,32.66901,-117.01724,909,Soft bottom-0 hard sides,1
SMC06467,2010-06-28T07:00:00Z,B.Jones,Natural,NA,NA,NA,NA,NA,NA,SMC06467,Agricultural,33.79118,-117.71782,801,Natural,0
SMC06496,2022-07-14T07:00:00Z,K. Wisenbaker,Natural,NA,,NA,,NA,,SMC06496,Open,34.16554,-117.8911,405,Natural,0
SMC06612,2013-06-06T07:00:00Z,B.Jones,Natural,NA,NA,NA,NA,NA,NA,SMC06612,Urban,34.28609,-118.85451,408,Natural,0
SMC06653,2010-07-01T07:00:00Z,A. Suter,Engineered,Soft,NA,Soft,NA,Hard,River area constrained by Santa Ana River Trail embankment,SMC06653,Urban,33.96371,-117.46267,801,Soft bottom-1 hard side,2
SMC06714,2010-06-06T07:00:00Z,Damon Owen,Natural,NA,NA,NA,NA,NA,NA,SMC06714,Urban,32.67579,-117.00604,909,Natural,0
SMC06740,2013-06-10T07:00:00Z,B.Jones,Engineered,Hard,NA,Hard,NA,Hard,NA,SMC06740,Urban,34.1807,-118.87436,408,Hard bottom,4
SMC06794,2012-07-18T07:00:00Z,Damon Owen,Natural,NA,NA,NA,NA,NA,NA,SMC06794,Open,32.83039,-116.64687,909,Natural,0
SMC06863,2011-07-21T07:00:00Z,B.Jones,Natural,NA,NA,NA,NA,NA,NA,SMC06863,Open,34.49417,-119.30534,402,Natural,0
SMC06904,2014-07-08T07:00:00Z,B.Jones,Engineered,Soft,NA,Hard,NA,Soft,NA,SMC06904,Agricultural,34.41963,-118.78769,403,Soft bottom-1 hard side,2
SMC06918,2012-07-16T07:00:00Z,Damon Owen,Natural,NA,NA,NA,NA,NA,NA,SMC06918,Urban,32.78184,-117.184,906,Natural,0
SMC06926,2009-07-01T07:00:00Z,Damon Owen,Engineered,Soft,NA,Hard,channel walls wood,Hard,channel walls wood,SMC06926,Open,34.04799,-118.51137,404,Soft bottom-2 hard sides,3
SMC07085,2011-06-21T07:00:00Z,A. Suter,Engineered,Hard,NA,Hard,NA,Hard,NA,SMC07085,Urban,33.88382,-117.51705,801,Hard bottom,4
SMC07126,2012-07-12T07:00:00Z,Damon Owen,Natural,NA,NA,NA,NA,NA,NA,SMC07126,Urban,32.84359,-117.03457,907,Natural,0
SMC07128,2014-07-15T07:00:00Z,B.Jones,Natural,NA,NA,NA,NA,NA,NA,SMC07128,Open,34.34428,-118.36042,412,Natural,0
SMC07828,2013-06-06T07:00:00Z,B.Jones,Engineered,Soft,NA,Hard,NA,Hard,NA,SMC07828,Urban,34.27558,-118.89446,408,Soft bottom-2 hard sides,3
SMC08094,2012-06-28T07:00:00Z,B.Jones,Engineered,Soft,NA,Hard,areas of rock concrete and earthen,Hard,areas of rock concrete and earthen,SMC08094,Urban,33.81951,-117.8536,801,Soft bottom-2 hard sides,3
SMC08150,2014-07-08T07:00:00Z,Damon Owen,Natural,NA,NA,NA,NA,NA,NA,SMC08150,Urban,32.83731,-117.01975,907,Natural,0
SMC08157,2011-06-22T07:00:00Z,A. Suter,Natural,NA,NA,NA,NA,NA,NA,SMC08157,Open,33.53913,-117.26484,902,Natural,0
SMC08335,2010-07-07T07:00:00Z,B.Jones,Natural,NA,NA,NA,NA,NA,NA,SMC08335,Urban,34.34583,-119.29948,402,Natural,0
SMC08414,2012-06-28T07:00:00Z,B.Jones,Engineered,Hard,NA,Hard,NA,Hard,NA,SMC08414,Urban,33.79629,-117.81995,801,Hard bottom,4
SMC08426,2010-06-08T07:00:00Z,Damon Owen,Natural,NA,NA,NA,NA,NA,NA,SMC08426,Urban,32.65071,-117.05482,909,Natural,0
SMC08540,2011-06-23T07:00:00Z,Damon Owen,Engineered,Soft,NA,Soft,NA,Soft,NA,SMC08540,Urban,34.44828,-118.61769,403,Soft bottom-0 hard sides,1
SMC08655,2012-06-21T07:00:00Z,B.Jones,Engineered,Soft,NA,Hard,transect I-K; otherwise earthen with vegetation,Soft,NA,SMC08655,Open,34.50823,-119.28406,402,Soft bottom-1 hard side,2
SMC08660,2013-06-06T07:00:00Z,B.Jones,Engineered,Soft,NA,Hard,area of grouted rock near weir,Hard,NA,SMC08660,Urban,34.28495,-118.86938,408,Soft bottom-2 hard sides,3
SMC08766,2018-07-10T07:00:00Z,Karin Wisenbaker,Engineered,Hard,,Hard,,Hard,,SMC08766,Urban,33.90192,-118.10859,405,Hard bottom,4
SMC08845,2014-05-30T07:00:00Z,Damon Owen,Engineered,Soft,NA,Hard,NA,Hard,NA,SMC08845,Urban,33.87309,-117.21355,802,Soft bottom-2 hard sides,3
SMC09091,2013-06-27T07:00:00Z,B.Jones,Engineered,Soft,NA,Hard,concrete blocks,Hard,concrete blocks,SMC09091,Urban,33.71335,-117.79574,801,Soft bottom-2 hard sides,3
